S/N,E-waste Collection Points,Collection Type,Location,Postal Code,Remarks,Website,
264,FAIRPRICE @ CANBERRA PLAZA,2. Retailer E-bin,"133 CANBERRA VIEW, CANBERRA PLAZA, #B1-03/04",750133,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
265,FAIRPRICE @ CHANGI CITY POINT,2. Retailer E-bin,"5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #B1-09/10/11",486038,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
266,FAIRPRICE @ CHINATOWN POINT,2. Retailer E-bin,"133 NEW BRIDGE RD, CHINATOWN POINT, #B1-01",59413,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
267,FAIRPRICE @ CITY SQUARE MALL,2. Retailer E-bin,"180 KITCHENER RD, CITY SQUARE MALL, #B1-09/10",208539,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
268,FAIRPRICE @ COMPASSVALE LINK,2. Retailer E-bin,"277C COMPASSVALE LINK, #01-13",544277,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
269,FAIRPRICE @ DAWSON PLACE,2. Retailer E-bin,"57 DAWSON RD, DAWSON PLACE, #01-07",142057,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
270,FAIRPRICE @ DEPOT HEIGHTS SHOPPING CENTRE,2. Retailer E-bin,"108 DEPOT RD, DEPOT HEIGHTS SHOPPING CENTRE, #01-01",100108,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
271,FAIRPRICE @ EASTPOINT,2. Retailer E-bin,"3 SIMEI ST 6, EASTPOINT, #05-01",528833,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
272,FAIRPRICE @ HILLION MALL,2. Retailer E-bin,"17 PETIR RD, HILLION MALL, #B2-67",678278,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
273,FAIRPRICE @ HOMETEAM NS BUKIT BATOK CLUBHOUSE,2. Retailer E-bin,"2 BUKIT BATOK WEST AVE 7, HOMETEAM NS BUKIT BATOK CLUBHOUSE, #01-10",659003,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
274,FAIRPRICE @ HOUGANG MALL,2. Retailer E-bin,"90 HOUGANG AVE 10, HOUGANG MALL, #B1-07",538766,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
275,FAIRPRICE @ JOO CHIAT COMPLEX,2. Retailer E-bin,"2 JOO CHIAT RD, JOO CHIAT COMPLEX, #01-1139 / #02-1139",420002,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
276,FAIRPRICE @ JUNCTION 8 SHOPPING CENTRE,2. Retailer E-bin,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #B1-01",579837,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
277,FAIRPRICE @ JURONG POINT 1,2. Retailer E-bin,"1 JURONG WEST CENTRAL 2, JURONG POINT 1, #B1-09",648886,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
278,FAIRPRICE @ KAMPUND ADMIRALTY,2. Retailer E-bin,"676 WOODLANDS DR 71, KAMPUND ADMIRALTY, #B1-02",730676,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
279,FAIRPRICE @ KANG KAR MALL,2. Retailer E-bin,"100 HOUGANG AVE 10, KANG KAR MALL, #01-01/#02-01",538767,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
280,FAIRPRICE @ LIMBANG SHOPPING CENTRE,2. Retailer E-bin,"533 CHOA CHUA KANG ST 51, LIMBANG SHOPPING CENTRE, #01-11",680533,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
281,FAIRPRICE @ LOT 1 SHOPPERS' MALL,2. Retailer E-bin,"21 CHOA CHU KANG AVE 4, LOT 1 SHOPPERS' MALL, #B1-03",689812,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
282,FAIRPRICE @ MARSILING MRT,2. Retailer E-bin,"71 WOODLANDS AVE 3, MARSLING MRT, #01-01",739044,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
283,FAIRPRICE @ NORTHPOINT CITY,2. Retailer E-bin,"1 NORTHPOINT DRIVE, NORTHPOINT CITY, #B2-103 TO 107",768019,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
284,FAIRPRICE @ NUH MEDICAL CENTRE,2. Retailer E-bin,"1 LOWER KENT RIDGE RD, NUH MEDICAL CENTRE, #02-16",119082,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
285,FAIRPRICE @ OASIS TERRACES,2. Retailer E-bin,"681 PUNGGOL DR, OASIS TERRACES, #B1-01",820681,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
286,FAIRPRICE @ ORCHARD GRAND COURT,2. Retailer E-bin,"131 KILLINEY RD, ORCHARD GRAND COURT, #01-01/02/03",239571,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
287,FAIRPRICE @ OUR TAMPINES HUB,2. Retailer E-bin,"1 TAMPINES WALK, OUR TAMPINES HUB, #B1-01",528523,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
288,FAIRPRICE @ PASIR RIS WEST PLAZA,2. Retailer E-bin,"734 PASIR RIS ST 72, PASIR RIS WEST PLAZA, #01-37",510734,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
289,FAIRPRICE @ PAYA LEBAR QUARTER,2. Retailer E-bin,"10 PAYA LEBAR RD, PAYA LEBAR QUARTER, #B2-09",409057,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
290,FAIRPRICE @ PUNGGOL PLAZA,2. Retailer E-bin,"168 PUNGGOL FIELD RD, PUNGGOL PLAZA, #03-01/02",820168,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
291,FAIRPRICE @ RIVERVALE MALL,2. Retailer E-bin,"11 RIVERVALE CRESCENT, RIVERVALE MALL, #03-01",545082,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
292,FAIRPRICE @ RIVERVALE PLAZA,2. Retailer E-bin,"118 RIVERVALE DR, RIVERVALE PLAZA, #01-08",540118,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
293,FAIRPRICE @ SCOTTS SQUARE,2. Retailer E-bin,"6 SCOTTS RD, SCOTTS SQUARE, #B1-03 TO 07 AND #B1-10",228209,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
294,FAIRPRICE @ SELETAR MALL,2. Retailer E-bin,"33 SENGKANG WEST AVE, SELETAR MALL, #B2-24",797653,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
295,FAIRPRICE @ SENJA GRAND,2. Retailer E-bin,"628 SENJA RD, SENJA GRAND, #01-01",670628,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
296,FAIRPRICE @ SERANGOON GARDEN VILLAGE,2. Retailer E-bin,"1 MAJU AVE, SERANGOON GARDEN VILLAGE, #B1-11",556679,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
297,FAIRPRICE @ SINGPOST CENTRE,2. Retailer E-bin,"10 EUNOS RD 8, SINGPOST CENTRE #B1-101 TO 107",408600,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
298,FAIRPRICE @ SQUARE 2,2. Retailer E-bin,"10 SINARAN DR, SQUARE 2, #04-46/47/48/49",307506,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
299,FAIRPRICE @ SUN PLAZA,2. Retailer E-bin,"30 SEMBAWANG DRIVE, SUN PLAZA, #B1-01/02",757713,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
300,FAIRPRICE @ TAMAN JURONG SHOPPING CENTRE,2. Retailer E-bin,"399 YUNG SHENG RD, TAMAN JURONG SHOPPING CENTRE, #01-35",610399,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
301,FAIRPRICE @ TAMPINES MALL,2. Retailer E-bin,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #B1-12",529510,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
302,FAIRPRICE @ TANJONG PAGAR PLAZA,2. Retailer E-bin,"1 TANJONG PAGAR PLAZA, #01-01",82001,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
303,FAIRPRICE @ THE CLEMENTI MALL,2. Retailer E-bin,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #B1-12",129588,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
304,FAIRPRICE @ THOMSON PLAZA,2. Retailer E-bin,"301 UPPER THOMSON RD, THOMSON PLAZA, #03-37/38",574408,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
305,FAIRPRICE @ WHITE SANDS,2. Retailer E-bin,"1 PASIR RIS CENTRAL ST 3, WHITE SANDS, #B1-10",518457,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
306,FAIRPRICE @ WISTERIA MALL,2. Retailer E-bin,"598 YISHUN RING RD, WISTERIA MALL, #01-01",768698,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
307,FAIRPRICE @ WOODLANDS CIVIC CENTRE,2. Retailer E-bin,"900 SOUTH WOODLANDS DRIVE, WOODLANDS CIVIC CENTRE, #B1-01",730900,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
308,FAIRPRICE @ YEW TEE MRT STATION,2. Retailer E-bin,"61 CHOA CHU KANG DR, YEW TEE MRT STATION, #01-01",689715,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
309,FAIRPRICE @ YEW TEE POINT,2. Retailer E-bin,"21 CHOA CHU KANG NORTH 6, YEW TEE POINT, #B1-01",689578,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
310,FAIRPRICE @ YISHUN MRT,2. Retailer E-bin,"301 YISHUN AVE 2, YISHUN MRT STATION, #01-02",769093,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
311,FAIRPRICE @ ZHONG SHAN PARK,2. Retailer E-bin,"20 AH HOOD RD, ZHONG SHAN PARK, #02-01",329984,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
312,GIANT @ 161 ANG MO KIO AVE 4,2. Retailer E-bin,"161 ANG MO KIO AVE 4, #01-504",560161,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
313,GIANT @ BEDOK MARKET PLACE,2. Retailer E-bin,"348 BEDOK ROAD, #01-01",469560,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
314,GIANT @ GIANT HYPERMART TAMPINES,2. Retailer E-bin,"21 TAMPINES NORTH DRIVE 2, GIANT HYPERMART TAMPINES, #03-01",528765,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
315,GIANT @ HOUGANG GREEN SHOPPING MALL,2. Retailer E-bin,"21 HOUGANG ST 51, #01-52",538719,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
316,GIANT @ IMM,2. Retailer E-bin,"2 JURONG EAST STREET 21, #01-100",609601,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
317,GIANT @ LOYANG POINT,2. Retailer E-bin,"259 PASIR RIS ST 21, #01-27",510259,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
318,GIANT @ PIONEER MALL,2. Retailer E-bin,"638 JURONG WEST STREET 61, #03-01",640638,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
319,GIANT @ SEMBAWANG SHOPPING CENTRE,2. Retailer E-bin,"604 SEMBAWANG ROAD, #B1-25",758459,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
320,GIANT @ SUNTEC CITY MALL,2. Retailer E-bin,"3 TEMASEK BOULEVARD, #B1-154",38983,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
321,GIANT @ WOODLANDS NORTH PLAZA,2. Retailer E-bin,"883 WOODLANDS STREET 82, #01-498",730883,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
322,LIGHT-PRO FURNISHINGS @ 341 BALESTIER ROAD,2. Retailer E-bin,"341 BALESTIER ROAD, #01-02",329773,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
323,MR. DIY @ BOON LAY SHOPPING CENTRE,2. Retailer E-bin,"221 BOON LAY PLACE, BOON LAY SHOPPING COMPLEX, #02-164",640221,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
324,MR. DIY @ CENTURY SQUARE,2. Retailer E-bin,"2 TAMPINES CENTRAL 5, CENTURY SQAURE, #04-07 & 04-20/ 21",529509,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
325,MR. DIY @ DOWNTOWN EAST,2. Retailer E-bin,"1 PASIR RIS CLOSE, E!HUB, #01-103",519599,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
326,MR. DIY @ JUNCTION 10,2. Retailer E-bin,"1 WOODLANDS ROAD, #02-02 TO 07",677899,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
327,MR. DIY @ KALLANG BAHRU,2. Retailer E-bin,"71 KALLANG BAHRU, #01-531",330071,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
328,MR. DIY @ KINEX,2. Retailer E-bin,"11 TANJONG KATONG ROAD, KINEX, #03-29 to 34",437157,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
329,MR. DIY @ LOYANG POINT,2. Retailer E-bin,"259 PASIR RIS STREET 21, #01-27, NEAR GIANT ENTRANCE",510259,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
330,MR. DIY @ SEMBAWANG SHOPPING CENTRE,2. Retailer E-bin,"604 SEMBAWANG ROAD, SEMBAWANG SHOPPING CENTRE, #02-20/21",758459,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
331,MR. DIY @ TOA PAYOH,2. Retailer E-bin,"192 TOA PAYOH LOR 4, #02-674",310192,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
332,MR. DIY @ WESTGATE,2. Retailer E-bin,"3 GATEWAY DRIVE, WESTGATE, #03-46/47/48",608532,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
333,SHENG SIONG @ 108 MCNAIR,2. Retailer E-bin,"108 MCNAIR RD, #01-295",321108,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
334,SHENG SIONG @ 115 BEDOK NORTH,2. Retailer E-bin,"115 BEDOK NORTH ROAD, #01-319",460115,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
335,SHENG SIONG @ 122 ANG MO KIO,2. Retailer E-bin,"122 ANG MO KIO AVE 3, #01-1753",560122,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
336,SHENG SIONG @ 154A BUKIT BATOK WEST,2. Retailer E-bin,"154A BUKIT BATOK WEST AVE 8, #01-01",651154,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
337,SHENG SIONG @ 18 TECK WHYE,2. Retailer E-bin,"18 TECK WHYE LANE, #01-95",680018,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
338,SHENG SIONG @ 182 WOODLANDS,2. Retailer E-bin,"182 WOODLANDS ST 13, #01-01",730182,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
339,SHENG SIONG @ 19 SERANGOON,2. Retailer E-bin,"19 SERANGOON NORTH AVE 5, #01-01",554913,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
340,SHENG SIONG @ 200 UPPER THOMSON,2. Retailer E-bin,"200 UPP THOMSON RD, #B1-01",574424,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
341,SHENG SIONG @ 200 WOODLANDS IND PARK,2. Retailer E-bin,"200 WOODLANDS INDUSTRIAL PARK E7, #01-30",757177,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
342,SHENG SIONG @ 209 NEW UPPER CHANGI RD,2. Retailer E-bin,"209 NEW UPPER CHANGI RD, #01-631, BESIDE MAIN ENTRANCE",460209,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
343,SHENG SIONG @ 231 SUMANG LANE,2. Retailer E-bin,"231 SUMANG LANE, #01-02",820231,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
344,SHENG SIONG @ 233 ANG MO KIO,2. Retailer E-bin,"233 ANG MO KIO AVE 3, #01-1168",560233,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
345,SHENG SIONG @ 25 GHIM MOH,2. Retailer E-bin,"25 GHIM MOH LINK, #01-11",270025,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
346,SHENG SIONG @ 258 PASIR RIS,2. Retailer E-bin,"258 PASIR RIS ST 21, #02-10",510258,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
347,SHENG SIONG @ 292 BUKIT BATOK EAST AVENUE,2. Retailer E-bin,"292 BUKIT BATOK EAST AVENUE 6, #01-02",650292,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
348,SHENG SIONG @ 3 YUAN CHING,2. Retailer E-bin,"3 YUAN CHING RD, #01-01A/02",618642,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
349,SHENG SIONG @ 301 GEYLANG,2. Retailer E-bin,"301 GEYLANG ROAD, #01-02",389344,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
350,SHENG SIONG @ 301 PUNGGOL CENTRAL,2. Retailer E-bin,"301 PUNGGOL CENTRAL, #01-01",820301,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
351,SHENG SIONG @ 301 WOODLANDS,2. Retailer E-bin,"301 WOODLANDS ST 31, #01-217",730301,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
352,SHENG SIONG @ 351 ANCHORVALE ROAD,2. Retailer E-bin,"351 ANCHORVALE ROAD, #01-05",540351,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
353,SHENG SIONG @ 352 CLEMENTI,2. Retailer E-bin,"352 CLEMENTI AVE 2, #01-91",120352,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
354,SHENG SIONG @ 4 LOR 7 TOA PAYOH,2. Retailer E-bin,"4 LORONG 7 TOA PAYOH, #01-107",310004,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
355,SHENG SIONG @ 4 WOODLANDS,2. Retailer E-bin,"4 WOODLANDS STREET 12, #02-61",738623,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
356,SHENG SIONG @ 420A CLEMENTI,2. Retailer E-bin,"420A CLEMENTI AVE 1, #01-01",121420,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
357,SHENG SIONG @ 455 SENGKANG,2. Retailer E-bin,"455 SENGKANG WEST AVENUE, #01-16",790455,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
358,SHENG SIONG @ 506 TAMPINES,2. Retailer E-bin,"506 TAMPINES CENTRAL 1, #01-361",520506,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
359,SHENG SIONG @ 52 CHIN SWEE,2. Retailer E-bin,"52 CHIN SWEE RD, #01-25",160052,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
360,SHENG SIONG @ 539A BEDOK NORTH,2. Retailer E-bin,"539A BEDOK NORTH ST 3, #01-477",461539,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
361,SHENG SIONG @ 544 JURONG WEST,2. Retailer E-bin,"544 JURONG WEST ST 42, #01-97",640544,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
362,SHENG SIONG @ 573 WOODLANDS,2. Retailer E-bin,"573 WOODLANDS DRIVE 16, #02-01",730573,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
363,SHENG SIONG @ 61 TEBAN GARDENS RD,2. Retailer E-bin,"61 TEBAN GARDENS RD, #01-21",600061,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
364,SHENG SIONG @ 623 ELIAS MALL,2. Retailer E-bin,"623 ELIAS ROAD, #B1-01",510623,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
365,SHENG SIONG @ 675 YISHUN,2. Retailer E-bin,"675 YISHUN AVENUE 4, #01-10",760675,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
366,SHENG SIONG @ 7 JURONG WEST,2. Retailer E-bin,"7 JURONG WEST AVE 5, #01-01",649486,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
367,SHENG SIONG @ 739A BEDOK RESERVOIR,2. Retailer E-bin,"739A BEDOK RESERVOIR RD, #01-01",471739,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
368,SHENG SIONG @ 785E WOODLANDS,2. Retailer E-bin,"785E WOODLANDS RISE, #01-01",735785,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
369,SHENG SIONG @ 845 YISHUN,2. Retailer E-bin,"845 YISHUN STREET 81, #01-184",760845,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
370,SHENG SIONG @ 88 TANGLIN HALT,2. Retailer E-bin,"88 TANGLIN HALT ROAD, #01-10",141088,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
371,SHENG SIONG @ 925 YISHUN CENTRAL,2. Retailer E-bin,"925 YISHUN CENTRAL 1, #01-211",760925,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
372,SHENG SIONG @ ANCHORVALE,2. Retailer E-bin,"338 ANCHORVALE CRESCENT, #01-11",540338,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
373,SHENG SIONG @ BOON KENG,2. Retailer E-bin,"11 UPPER BOON KENG ROAD, #01-901",380011,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
374,SHENG SIONG @ BUKIT BATOK WEST,2. Retailer E-bin,"440 BUKIT BATOK WEST AVE 8, #01-10",650440,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
375,SHENG SIONG @ CIRCUIT ROAD,2. Retailer E-bin,"18B CIRCUIT ROAD, #01-260",372018,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
376,SHENG SIONG @ DAWSON,2. Retailer E-bin,"85 DAWSON ROAD, #01-01",141085,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
377,SHENG SIONG @ EDGEDALE PLAINS,2. Retailer E-bin,"660A EDGEDALE PLAINS, #01-01",821660,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
378,SHENG SIONG @ FERNVALE LINK,2. Retailer E-bin,"417 FERNVALE LINK, #01-11",790417,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
379,SHENG SIONG @ FERNVALE ST,2. Retailer E-bin,"473 FERVALE STREET, #01-06",790473,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
380,SHENG SIONG @ JUNCTION 10,2. Retailer E-bin,"1 WOODLANDS ROAD, JUNCTION 10, #01-07",677899,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
381,SHENG SIONG @ JUNCTION 9,2. Retailer E-bin,"18 YISHUN AVENUE 9, JUNCTION NINE, #02-06",768897,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
382,SHENG SIONG @ MARSILING DRIVE 202,2. Retailer E-bin,"202 MARSILING DRIVE, #01-138",730202,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
383,SHENG SIONG @ NEW WORLD CENTRE,2. Retailer E-bin,"1 JALAN BERSEH, #B1-02/22",209037,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
384,SHENG SIONG @ PASIR RIS,2. Retailer E-bin,"527D PASIR RIS STREET 51, #01-01",514527,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
385,SHENG SIONG @ POTONG PASIR COMMUNITY CLUB,2. Retailer E-bin,"6 POTONG PASIR AVENUE 2, LEVEL 1",358361,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
386,SHENG SIONG @ SEGAR,2. Retailer E-bin,"547 SEGAR ROAD, #01-06",670547,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
387,SHENG SIONG @ SUMANG LINK,2. Retailer E-bin,"312A SUMANG LINK, #01-04",821312,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
388,SHENG SIONG @ TAMPINES ST 86 872C,2. Retailer E-bin,872C TAMPINES STREET 86,523872,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
389,7-ELEVEN @ CITY HALL MRT STATION,2. Retailer E-bin,"150 NORTH BRIDGE ROAD, CITY HALL MRT STATION, #B1-01",179100,E-waste accepted: Batteries only,https://alba-ewaste.sg,
390,COLD STORAGE / JASONS @ MARINA BAY LINK MALL,2. Retailer E-bin,"8A MARINA BOULEVARD, #B2-44",18984,E-waste accepted: Batteries only,https://alba-ewaste.sg,
391,COLD STORAGE @ ALTEZ (ICON VILLAGE),2. Retailer E-bin,"16 ENGGOR STREET, #01-05",79717,E-waste accepted: Batteries only,https://alba-ewaste.sg,
392,COLD STORAGE @ CAUSEWAY POINT,2. Retailer E-bin,"1 WOODLANDS SQUARE, #B1-31",738099,E-waste accepted: Batteries only,https://alba-ewaste.sg,
393,COLD STORAGE @ CLAYMORE CONNECT ORCHARD HOTEL,2. Retailer E-bin,"442 ORCHARD ROAD, #B1-01",238879,E-waste accepted: Batteries only,https://alba-ewaste.sg,
394,COLD STORAGE @ CLEMENTI ARCADE,2. Retailer E-bin,"41 SUNSET WAY, #01-01A",597071,E-waste accepted: Batteries only,https://alba-ewaste.sg,
395,COLD STORAGE @ EAST VILLAGE,2. Retailer E-bin,"430 UPPER CHANGI ROAD, #01-47",487048,E-waste accepted: Batteries only,https://alba-ewaste.sg,
396,COLD STORAGE @ GREENWICH VILLAGE,2. Retailer E-bin,"1 SELETAR ROAD, #01-11",807011,E-waste accepted: Batteries only,https://alba-ewaste.sg,
397,COLD STORAGE @ HARBOURFRONT CENTRE,2. Retailer E-bin,"1 MARITIME SQUARE, #01-47",99254,E-waste accepted: Batteries only,https://alba-ewaste.sg,
398,COLD STORAGE @ HEARTLAND MALL - KOVAN,2. Retailer E-bin,"205 HOUGANG STREET 21, #01-133",530205,E-waste accepted: Batteries only,https://alba-ewaste.sg,
399,COLD STORAGE @ HOLLAND SHOPPING CENTRE,2. Retailer E-bin,"211 HOLLAND AVENUE, #01-02",278967,E-waste accepted: Batteries only,https://alba-ewaste.sg,
400,COLD STORAGE @ NEX,2. Retailer E-bin,"23 SERANGOON CENTRAL, #B2-44",556083,E-waste accepted: Batteries only,https://alba-ewaste.sg,
401,COLD STORAGE @ NORTHPOINT CITY,2. Retailer E-bin,"930 YISHUN AVE 2, #B1-06",769098,E-waste accepted: Batteries only,https://alba-ewaste.sg,
402,COLD STORAGE @ SIME DARBY,2. Retailer E-bin,"896 DUNEARN ROAD, #02-01",589472,E-waste accepted: Batteries only,https://alba-ewaste.sg,
403,COLD STORAGE @ TAKASHIMAYA NGEE ANN CITY,2. Retailer E-bin,"391A ORCHARD ROAD, #B2-01, NEAR CASHIER",238872,E-waste accepted: Batteries only,https://alba-ewaste.sg,
404,COLD STORAGE @ TAMPINES 1,2. Retailer E-bin,"10 TAMPINES CENTRAL 1, #B1-01",529536,E-waste accepted: Batteries only,https://alba-ewaste.sg,
405,COLD STORAGE @ THE RAIL MALL,2. Retailer E-bin,464-484 UPPER BUKIT TIMAH ROAD,678077,E-waste accepted: Batteries only,https://alba-ewaste.sg,
406,COLD STORAGE @ THE SHOPPES AT MARINA BAY SANDS,2. Retailer E-bin,"2 BAYFRONT AVENUE, #01-29",18972,E-waste accepted: Batteries only,https://alba-ewaste.sg,
